degradation,h1,sea_state,direction,start,draw,V,V_proposal,N_H
0.6,0.4,5,nominal,3,0,0.75,0.62,3
0.6,0.4,5,nominal,3,1,0.72,0.65,3
0.6,0.4,5,nominal,3,2,0.74,0.74,3
0.6,0.4,5,nominal,3,3,0.73,0.66,3
0.6,0.4,5,nominal,3,4,0.72,0.63,3
0.6,0.4,5,nominal,3,5,0.77,0.73,3
0.6,0.4,5,nominal,3,6,0.72,0.54,3
0.6,0.4,5,nominal,3,7,0.77,0.61,3
0.6,0.4,5,nominal,3,8,0.75,0.63,3
0.6,0.4,5,nominal,3,9,0.74,0.73,3
0.7,0.30000000000000004,2,nominal,3,0,0.67,0.73,2
0.7,0.30000000000000004,2,nominal,3,1,0.68,0.72,3
0.7,0.30000000000000004,2,nominal,3,2,0.67,0.61,2
0.7,0.30000000000000004,2,nominal,3,3,0.68,0.62,3
0.7,0.30000000000000004,2,nominal,3,4,0.67,0.75,2
0.7,0.30000000000000004,2,nominal,3,5,0.67,0.61,2
0.7,0.30000000000000004,2,nominal,3,6,0.67,0.62,2
0.7,0.30000000000000004,2,nominal,3,7,0.67,0.62,2
0.7,0.30000000000000004,2,nominal,3,8,0.68,0.64,3
0.7,0.30000000000000004,2,nominal,3,9,0.67,0.62,3
0.7,0.30000000000000004,3,nominal,3,0,0.69,0.75,3
0.7,0.30000000000000004,3,nominal,3,1,0.67,0.6,2
0.7,0.30000000000000004,3,nominal,3,2,0.67,0.66,2
0.7,0.30000000000000004,3,nominal,3,3,0.67,0.69,2
0.7,0.30000000000000004,3,nominal,3,4,0.67,0.67,3
0.7,0.30000000000000004,3,nominal,3,5,0.68,0.69,3
0.7,0.30000000000000004,3,nominal,3,6,0.67,0.63,2
0.7,0.30000000000000004,3,nominal,3,7,0.67,0.71,2
0.7,0.30000000000000004,3,nominal,3,8,0.68,0.62,3
0.7,0.30000000000000004,3,nominal,3,9,0.66,0.68,2
0.7,0.30000000000000004,4,nominal,3,0,0.68,0.67,3
0.7,0.30000000000000004,4,nominal,3,1,0.68,0.6,3
0.7,0.30000000000000004,4,nominal,3,2,0.67,0.65,2
0.7,0.30000000000000004,4,nominal,3,3,0.67,0.62,2
0.7,0.30000000000000004,4,nominal,3,4,0.67,0.65,2
0.7,0.30000000000000004,4,nominal,3,5,0.67,0.71,2
0.7,0.30000000000000004,4,nominal,3,6,0.68,0.66,3
0.7,0.30000000000000004,4,nominal,3,7,0.67,0.71,2
0.7,0.30000000000000004,4,nominal,3,8,0.67,0.69,3
0.7,0.30000000000000004,4,nominal,3,9,0.67,0.68,2
0.7,0.30000000000000004,5,nominal,3,0,0.67,0.6,2
0.7,0.30000000000000004,5,nominal,3,1,0.68,0.68,3
0.7,0.30000000000000004,5,nominal,3,2,0.67,0.67,2
0.7,0.30000000000000004,5,nominal,3,3,0.67,0.58,2
0.7,0.30000000000000004,5,nominal,3,4,0.67,0.73,2
0.7,0.30000000000000004,5,nominal,3,5,0.66,0.68,2
0.7,0.30000000000000004,5,nominal,3,6,0.67,0.67,2
0.7,0.30000000000000004,5,nominal,3,7,0.66,0.68,2
0.7,0.30000000000000004,5,nominal,3,8,0.67,0.65,2
0.7,0.30000000000000004,5,nominal,3,9,0.67,0.67,2
0.8,0.19999999999999996,2,nominal,3,0,0.64,0.6,3
0.8,0.19999999999999996,2,nominal,3,1,0.7,0.67,3
0.8,0.19999999999999996,2,nominal,3,2,0.66,0.58,3
0.8,0.19999999999999996,2,nominal,3,3,0.66,0.63,2
0.8,0.19999999999999996,2,nominal,3,4,0.69,0.7,3
0.8,0.19999999999999996,2,nominal,3,5,0.67,0.61,3
0.8,0.19999999999999996,2,nominal,3,6,0.65,0.69,3
0.8,0.19999999999999996,2,nominal,3,7,0.64,0.68,3
0.8,0.19999999999999996,2,nominal,3,8,0.66,0.59,3
0.8,0.19999999999999996,2,nominal,3,9,0.65,0.67,3
0.8,0.19999999999999996,3,nominal,3,0,0.67,0.57,3
0.8,0.19999999999999996,3,nominal,3,1,0.67,0.59,3
0.8,0.19999999999999996,3,nominal,3,2,0.66,0.74,3
0.8,0.19999999999999996,3,nominal,3,3,0.68,0.59,3
0.8,0.19999999999999996,3,nominal,3,4,0.67,0.73,3
0.8,0.19999999999999996,3,nominal,3,5,0.66,0.59,3
0.8,0.19999999999999996,3,nominal,3,6,0.64,0.61,2
0.8,0.19999999999999996,3,nominal,3,7,0.69,0.62,3
0.8,0.19999999999999996,3,nominal,3,8,0.65,0.64,3
0.8,0.19999999999999996,3,nominal,3,9,0.68,0.65,3
0.8,0.19999999999999996,4,nominal,3,0,0.64,0.71,3
0.8,0.19999999999999996,4,nominal,3,1,0.65,0.65,2
0.8,0.19999999999999996,4,nominal,3,2,0.66,0.66,3
0.8,0.19999999999999996,4,nominal,3,3,0.67,0.71,3
0.8,0.19999999999999996,4,nominal,3,4,0.67,0.59,3
0.8,0.19999999999999996,4,nominal,3,5,0.66,0.65,2
0.8,0.19999999999999996,4,nominal,3,6,0.67,0.64,3
0.8,0.19999999999999996,4,nominal,3,7,0.69,0.64,3
0.8,0.19999999999999996,4,nominal,3,8,0.66,0.7,3
0.8,0.19999999999999996,4,nominal,3,9,0.67,0.71,3
0.8,0.19999999999999996,5,nominal,3,0,0.69,0.61,3
0.8,0.19999999999999996,5,nominal,3,1,0.64,0.65,3
0.8,0.19999999999999996,5,nominal,3,2,0.65,0.64,3
0.8,0.19999999999999996,5,nominal,3,3,0.66,0.65,3
0.8,0.19999999999999996,5,nominal,3,4,0.65,0.72,3
0.8,0.19999999999999996,5,nominal,3,5,0.7,0.62,3
0.8,0.19999999999999996,5,nominal,3,6,0.66,0.78,2
0.8,0.19999999999999996,5,nominal,3,7,0.68,0.69,3
0.8,0.19999999999999996,5,nominal,3,8,0.64,0.61,3
0.8,0.19999999999999996,5,nominal,3,9,0.63,0.67,2
0.9,0.09999999999999998,2,nominal,3,0,0.65,0.69,3
0.9,0.09999999999999998,2,nominal,3,1,0.66,0.65,3
0.9,0.09999999999999998,2,nominal,3,2,0.6,0.74,3
0.9,0.09999999999999998,2,nominal,3,3,0.66,0.69,3
0.9,0.09999999999999998,2,nominal,3,4,0.66,0.61,3
0.9,0.09999999999999998,2,nominal,3,5,0.63,0.61,3
0.9,0.09999999999999998,2,nominal,3,6,0.65,0.74,3
0.9,0.09999999999999998,2,nominal,3,7,0.71,0.62,3
0.9,0.09999999999999998,2,nominal,3,8,0.6,0.61,3
0.9,0.09999999999999998,2,nominal,3,9,0.65,0.65,3
0.9,0.09999999999999998,3,nominal,3,0,0.67,0.81,3
0.9,0.09999999999999998,3,nominal,3,1,0.62,0.59,3
0.9,0.09999999999999998,3,nominal,3,2,0.59,0.67,3
0.9,0.09999999999999998,3,nominal,3,3,0.59,0.64,3
0.9,0.09999999999999998,3,nominal,3,4,0.66,0.61,3
0.9,0.09999999999999998,3,nominal,3,5,0.62,0.66,3
0.9,0.09999999999999998,3,nominal,3,6,0.64,0.61,3
0.9,0.09999999999999998,3,nominal,3,7,0.66,0.6,3
0.9,0.09999999999999998,3,nominal,3,8,0.65,0.65,3
0.9,0.09999999999999998,3,nominal,3,9,0.68,0.66,3
0.9,0.09999999999999998,4,nominal,3,0,0.63,0.7,3
0.9,0.09999999999999998,4,nominal,3,1,0.63,0.57,3
0.9,0.09999999999999998,4,nominal,3,2,0.65,0.59,3
0.9,0.09999999999999998,4,nominal,3,3,0.66,0.67,3
0.9,0.09999999999999998,4,nominal,3,4,0.68,0.67,3
0.9,0.09999999999999998,4,nominal,3,5,0.62,0.63,3
0.9,0.09999999999999998,4,nominal,3,6,0.65,0.63,3
0.9,0.09999999999999998,4,nominal,3,7,0.67,0.68,3
0.9,0.09999999999999998,4,nominal,3,8,0.63,0.7,3
0.9,0.09999999999999998,4,nominal,3,9,0.62,0.65,3
0.9,0.09999999999999998,5,nominal,3,0,0.66,0.59,3
0.9,0.09999999999999998,5,nominal,3,1,0.68,0.65,3
0.9,0.09999999999999998,5,nominal,3,2,0.67,0.71,3
0.9,0.09999999999999998,5,nominal,3,3,0.64,0.61,3
0.9,0.09999999999999998,5,nominal,3,4,0.65,0.52,3
0.9,0.09999999999999998,5,nominal,3,5,0.62,0.66,3
0.9,0.09999999999999998,5,nominal,3,6,0.6,0.59,3
0.9,0.09999999999999998,5,nominal,3,7,0.71,0.69,3
0.9,0.09999999999999998,5,nominal,3,8,0.61,0.61,3
0.9,0.09999999999999998,5,nominal,3,9,0.65,0.66,3
0.95,0.050000000000000044,2,nominal,3,0,0.16,0.0,1
0.95,0.050000000000000044,2,nominal,3,1,0.16,0.0,1
0.95,0.050000000000000044,2,nominal,3,2,0.18,0.03,1
0.95,0.050000000000000044,2,nominal,3,3,0.13,0.01,1
0.95,0.050000000000000044,2,nominal,3,4,0.17,0.0,1
0.95,0.050000000000000044,2,nominal,3,5,0.11,0.01,1
0.95,0.050000000000000044,2,nominal,3,6,0.17,0.01,1
0.95,0.050000000000000044,2,nominal,3,7,0.13,0.01,1
0.95,0.050000000000000044,2,nominal,3,8,0.12,0.0,1
0.95,0.050000000000000044,2,nominal,3,9,0.15,0.01,1
0.95,0.050000000000000044,3,nominal,3,0,0.13,0.01,1
0.95,0.050000000000000044,3,nominal,3,1,0.08,0.02,1
0.95,0.050000000000000044,3,nominal,3,2,0.19,0.0,1
0.95,0.050000000000000044,3,nominal,3,3,0.16,0.01,1
0.95,0.050000000000000044,3,nominal,3,4,0.15,0.01,1
0.95,0.050000000000000044,3,nominal,3,5,0.2,0.02,1
0.95,0.050000000000000044,3,nominal,3,6,0.17,0.02,1
0.95,0.050000000000000044,3,nominal,3,7,0.15,0.0,1
0.95,0.050000000000000044,3,nominal,3,8,0.1,0.01,1
0.95,0.050000000000000044,3,nominal,3,9,0.18,0.02,1
0.95,0.050000000000000044,4,nominal,3,0,0.12,0.01,1
0.95,0.050000000000000044,4,nominal,3,1,0.18,0.03,2
0.95,0.050000000000000044,4,nominal,3,2,0.08,0.0,1
0.95,0.050000000000000044,4,nominal,3,3,0.18,0.0,2
0.95,0.050000000000000044,4,nominal,3,4,0.16,0.02,2
0.95,0.050000000000000044,4,nominal,3,5,0.13,0.0,2
0.95,0.050000000000000044,4,nominal,3,6,0.14,0.02,1
0.95,0.050000000000000044,4,nominal,3,7,0.17,0.01,2
0.95,0.050000000000000044,4,nominal,3,8,0.15,0.01,1
0.95,0.050000000000000044,4,nominal,3,9,0.13,0.01,1
0.95,0.050000000000000044,5,nominal,3,0,0.19,0.0,2
0.95,0.050000000000000044,5,nominal,3,1,0.14,0.01,1
0.95,0.050000000000000044,5,nominal,3,2,0.15,0.04,1
0.95,0.050000000000000044,5,nominal,3,3,0.12,0.02,1
0.95,0.050000000000000044,5,nominal,3,4,0.13,0.03,1
0.95,0.050000000000000044,5,nominal,3,5,0.18,0.02,2
0.95,0.050000000000000044,5,nominal,3,6,0.12,0.02,1
0.95,0.050000000000000044,5,nominal,3,7,0.16,0.03,1
0.95,0.050000000000000044,5,nominal,3,8,0.19,0.01,1
0.95,0.050000000000000044,5,nominal,3,9,0.16,0.04,1
1.0,0.0,2,nominal,3,0,0.0,0.0,0
1.0,0.0,2,nominal,3,1,0.0,0.0,0
1.0,0.0,2,nominal,3,2,0.0,0.0,0
1.0,0.0,2,nominal,3,3,0.0,0.0,0
1.0,0.0,2,nominal,3,4,0.0,0.0,0
1.0,0.0,2,nominal,3,5,0.0,0.0,0
1.0,0.0,2,nominal,3,6,0.0,0.0,0
1.0,0.0,2,nominal,3,7,0.0,0.0,0
1.0,0.0,2,nominal,3,8,0.0,0.0,0
1.0,0.0,2,nominal,3,9,0.0,0.0,0
1.0,0.0,3,nominal,3,0,0.0,0.0,0
1.0,0.0,3,nominal,3,1,0.0,0.0,0
1.0,0.0,3,nominal,3,2,0.0,0.0,0
1.0,0.0,3,nominal,3,3,0.0,0.0,0
1.0,0.0,3,nominal,3,4,0.0,0.0,0
1.0,0.0,3,nominal,3,5,0.0,0.0,0
1.0,0.0,3,nominal,3,6,0.0,0.0,0
1.0,0.0,3,nominal,3,7,0.0,0.0,0
1.0,0.0,3,nominal,3,8,0.0,0.0,0
1.0,0.0,3,nominal,3,9,0.0,0.0,0
1.0,0.0,4,nominal,3,0,0.0,0.0,0
1.0,0.0,4,nominal,3,1,0.0,0.0,0
1.0,0.0,4,nominal,3,2,0.0,0.0,0
1.0,0.0,4,nominal,3,3,0.0,0.0,0
1.0,0.0,4,nominal,3,4,0.0,0.0,0
1.0,0.0,4,nominal,3,5,0.0,0.0,0
1.0,0.0,4,nominal,3,6,0.0,0.0,0
1.0,0.0,4,nominal,3,7,0.0,0.0,0
1.0,0.0,4,nominal,3,8,0.0,0.0,0
1.0,0.0,4,nominal,3,9,0.0,0.0,0
1.0,0.0,5,nominal,3,0,0.0,0.0,0
1.0,0.0,5,nominal,3,1,0.0,0.0,0
1.0,0.0,5,nominal,3,2,0.0,0.0,0
1.0,0.0,5,nominal,3,3,0.0,0.0,0
1.0,0.0,5,nominal,3,4,0.0,0.0,0
1.0,0.0,5,nominal,3,5,0.0,0.0,0
1.0,0.0,5,nominal,3,6,0.0,0.0,0
1.0,0.0,5,nominal,3,7,0.0,0.0,0
1.0,0.0,5,nominal,3,8,0.0,0.0,0
1.0,0.0,5,nominal,3,9,0.0,0.0,0
